eCRIS Contract Nbr,Funding Source Id,Funding Source Name,Funding Source Type,Funding Source Nbr
DR00002501,ID00009615,Leukemia and Lymphoma Society,Foundation,
,ID00004954,Leukemia and Lymphoma Society,Foundation,BAML-16-001-S1
DR00001127,ID00000212,Acorda Therapeutics Inc,Industry,
,IDM0000511,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,1R03HD060728-01A1
,ID00002960,ALS Therapy Alliance,Foundation,
DR00000684,IDM0003039,Ionis Pharmaceuticals,Industry,
,ID0000002357,"Concentric Medical, Inc.",Industry,
,ID00005082,Vertex Pharmaceuticals Inc,Industry,
DR00001408,ID00003143,Cantex Inc,Industry,
,ID00011470,DHHS National Institutes of Health,Federal,R01 EY19474
DR00002319,ID00011660,Genentech Inc,Industry,
DR00002044,ID00011660,Genentech Inc,Industry,
,ID0000004297,DHHS NIH Natl Cancer Inst,Federal,
,IDM0001404,Duke Univ.,Academic Institution/Univ,
,ID00003014,DHHS National Institutes of Health,Federal,
,ID00011665,Jaeb Ctr for Hlth Rsch Inc,Foundation,
,IDM0000055,American College of Rheumatology - Research and Education Foundation,Foundation,
DR00002251,ID00008163,Acceleron Pharma Inc,Industry,A083-03
,IDM0002405,DHHS NIH Natl Ctr for Advancing Translational Sciences,Federal,UL1 TR000128
,IDM0000495,Case Western Reserve University,Academic Institution/Univ,
,00005680,BioMarin Pharmaceutical Inc,Industry,
,ID00000156,Boston Children's Hospital,Medical Center/Hospital,
,ID00003183,Patient-Centered Outcomes Research Institute (PCORI),Foundation,2651-OHSU
,ID00011819,National Breast Cancer Coalition,Foundation,
DR00001080,ID00000178,New England Research Institutes Inc,Industry,PRESERVE
,ID00001980,DHHS NIH Natl Ctr for Complementary & Integrative Health,Federal,1 R21 AT005294-01
,ID00002519,Univ. of Michigan,Academic Institution/Univ,5000003809
,IDM0000075,DHHS NIH Natl Eye Inst,Federal,NEI U10 EY 021125-01
,IDM0000322,DHHS NIH Natl Eye Inst,Federal,
,IDM0000182,DHHS NIH Natl Eye Inst,Federal,
,ID00011523,DHHS NIH Natl Cancer Inst,Federal,
,IDM0000004,SWOG-CTI,Foundation,
,ID00010795,Seattle Children's Hospital Research Fnd,Medical Center/Hospital,
,IDM0000208,OHSU Fnd,Foundation,13766-63980-13
DR00001392,IDM0001687,Acerta Pharma LLC,Industry,
,ID00011527,St. Baldrick's Foundation,Foundation,foundation partner - provides financial assistance only
,ID0000002776,DHHS National Institutes of Health,Federal,
,ID00003763,DHHS National Institutes of Health,Federal,
,IDM0002800,Intracranial Hypertension Research Foundation,Foundation,
,IDM0000228,DHHS CDCP,Federal,
,ID0000001562,"C.R. Bard, Inc.",Industry,Protocol #5003A
,ID0000000849,"Corgentech, Inc.",Industry,Protocol # 110-01P
DR00001458,ID00003504,Syndax Pharmaceuticals Inc,Industry,
,IDM0000944,"DHHS NIH Natl Heart, Lung, and Blood Inst",Federal,1 R18 HL095481-01A1
,IDM0002420,"DHHS NIH Natl Heart, Lung, and Blood Inst",Federal,
DR00001075,ID00000063,Incyte Corporation,Industry,
,00000140,DHHS Hlth Resources and Svcs Admin,Federal,
,ID00003754,DHHS NIH Natl Ctr for Rsch Resources,Federal,UL1 RR024140
,ID00006361,GlaxoSmithKline LLC,Industry,
,IDM0002433,SWOG-CTI,Foundation,
,ID00004851,SWOG-CTI,Foundation,
DR00001214,ID00001910,RedHill Biopharma Ltd,Industry,RHB-102-01
DR00001124,IDM0001686,Acorda Therapeutics Inc,Industry,
,ID00007943,DHHS NIH Natl Cancer Inst,Federal,Pacific Northwest National Laboratory (National Cancer Institute/NIH/DHHS)
,IDM0000067,DHHS National Institutes of Health,Federal,5UO1DK066143-02
,ID00012330,DHHS National Institutes of Health,Federal,
,ID00009412,Portland State University,Academic Institution/Univ,EXITO ECI
DR00000183,IDM0000195,"Chugai Pharma USA, LLC",Industry,
,ID00008147,DHHS National Institutes of Health,Federal,U01 HG006500
,ID00003615,DHHS National Institutes of Health,Federal,1-K23-RR020049
,ID0000005303,"Concentric Medical, Inc.",Industry,
,IDM0003132,Northwest Hlth Fnd,Foundation,
,ID00006689,Pfizer Inc,Industry,
,ID00006417,Bayer HealthCare Pharmaceuticals Inc,Industry,15982
,ID00006905,VGTI Florida,Foundation,
,ID00007982,Bristol-Myers Squibb,Industry,
,ID00012086,Optovue Inc,Industry,Optovue only providing OCT - This is an Investigator funded study
,00002664,Michael J. Fox Fdn for Parkinson's Research,Foundation,
,IDM0000706,DHHS NIH Natl Inst of Diab & Digest & Kid Diseases,Federal,1R01DK103842-01
,ID00011953,Race to Erase MS,Foundation,
,ID00010277,Celgene Corporation,Industry,GED 0301-CD-004
,ID00001701,Bristol-Myers Squibb Company,Industry,
,ID00004251,Colorado Health Foundation,Foundation,
,ID00006490,Gilead Sciences Inc,Industry,
,ID00012384,Ortho-Clinical Diagnostics Inc,Industry,
,ID00003255,"Senju Pharmaceutical Co., LTD",Industry,
,ID00011598,BridgeBio,Industry,
,ID00001822,"Univ. of California, San Francisco",Academic Institution/Univ,ITN10423sc
,ID00003262,United Therapeutics Corporation,Industry,TDE-PH-302
,ID0000002685,United Therapeutics Corporation,Industry,TDE-PH-301
,ID00006261,Vertex Pharmaceuticals Inc,Industry,
DR00001687,ID00004861,Trillium Therapeutics Inc,Industry,
,ID00007582,Novartis Pharmaceuticals Corporation,Industry,
,IDM0000475,DHHS National Institutes of Health,Federal,1R01EY023285-05 
,ID00012737,DHHS NIH Natl Inst of Diab & Digest & Kid Diseases,Federal,
,ID00010819,DHHS NIH Natl Inst of Diab & Digest & Kid Diseases,Federal,
DR00000628,IDM0001557,Vanderbilt Univ.,Academic Institution/Univ,#0001
DR00000747,ID00011699,NBIA Disorders Association,Foundation,
,ID00009670,Eli Lilly and Company,Industry,
,IDM0000192,DHHS NIH Natl Inst of Arth & Mus & Skin Diseases,Federal,1 U34 AR065739-01A1
,IDM0002550,DHHS NIH Natl Inst of Arth & Mus & Skin Diseases,Federal,
,IDM0000689,DHHS Hlth Resources and Svcs Admin,Federal,1 D58HP15234-01-00
,ID0000005195,American Tinnitus Association,Foundation,
,ID00000047,Cancer Research Institute,Foundation,
,ID00006160,St. Jude Medical Inc,Industry,
,IDM0002367,Janssen Research & Development LLC,Industry,
,ID00005255,DHHS National Institutes of Health,Federal,
,IDM0002756,Cellestis/QIAGEN,Industry,no IRB fee - MR42364
,ID0000000752,"Novacea, Inc.",Industry,
,ID0000000727,"Myriad Pharmaceuticals, Inc.",Industry,
,ID00007446,Voyager Therapeutics,Industry,
,ID00007187,Gerber Foundation,Foundation,
DR00000221,IDM0003142,Pacific Pediatric Neuro-Oncology Consortium,Medical Center/Hospital,
,ID00000134,Moda Health Plan Inc,Industry,
DR00000599,IDM0000302,Coramed Technologies LLC,Industry,
,IDM0000600,DHHS NIH Fogarty International Center,Federal,1D43TW008439-01
,ID00008621,Radiation Therapy Oncology Group (RTOG),Federal,
,ID00006214,"AdPharma, Inc.",Industry,
,IDM0002804,NIH Office of Research on Women's Health,Federal,1R01EYO25292-01
,ID00010096,NIH Office of Research on Women's Health,Federal,K12HD043488
DR00002820,ID00012331,Ionis Pharmaceuticals,Industry,
,ID00004362,"IPSEN Pharma, S.A.S.",Industry,Y-55-52120-141
,ID00004058,OHA Office of Disease Prevention & Epidemiology,State Oregon,n/a
,ID00005021,Oregon Health & Science Univ Foundation,Foundation,
,ID00006121,DHHS HRSA Bureau of Hlth Prof - Div of Nursing,Federal,1 UD7HP25957
,ID00012416,American Cancer Society,Foundation,PF-14-221-01-MPC
,ID00002298,Univ. of Cincinnati,Academic Institution/Univ,
,IDM0000939,DHHS NIH Natl Inst on Aging,Federal,ADC-030-HBA
,ID00012781,DHHS NIH Natl Inst on Aging,Federal,R01 AG024059 01A1
,ID00009798,DHHS NIH Natl Inst on Aging,Federal,1R43AG059257
,ID00008089,DHHS NIH Natl Inst on Aging,Federal,
,ID00004429,MED-EL Corporation,Industry,PENDING
,ID00008827,DHHS Substance Abuse and Mental Hlth Service Admin,Federal,
,IDM0001564,Parkinson Alliance,Foundation,
,ID00010129,DHHS National Institutes of Health,Federal,EY19474 (pending transfer)
,ID00010973,Medical Research Foundation of Oregon,Foundation,
DR00001117,IDM0002760,Boston Scientific Corporation,Industry,
,ID00004982,Amicus Therapeutics Inc,Industry,AT1001-012
,ID0000002748,"ISTA Pharmaceuticals, Inc.",Industry,ISTA-BR-CS02
,ID00005957,VGTI Florida,Foundation,
,IDM0000738,DHHS NIH Natl Inst of Dental & Craniofacial Rsch,Federal,5 U01DE016750-04
,ID00010670,Oregon State Univ.,Academic Institution/Univ,
,IDM0001139,Aeras,Foundation,
DR00001544,IDM0000955,AstraZeneca LP,Industry,
,ID00005496,Hemophilia-Haley Project,Medical Center/Hospital,
,ID0000002619,Proctor & Gamble Pharmaceuticals,Industry,
,ID00006518,Oregon Health Authority,State Oregon,
,ID0000002455,Nabi Biopharmaceuticals,Industry,Nabi-4512
DR00000107,ID00006806,LEO Pharma A/S,Industry,
,ID00008331,Alzheimer's Association,Foundation,
,ID00012713,"John A. Hartford Fnd, Inc.",Foundation,13-105
,IDM0002579,Leona M. and Harry B. Helmsley Charitable Trust,Foundation,
,ID00011463,DHHS Agency for Hlthcare Rsch and Quality,Federal,
,ID00012521,DHHS Agency for Hlthcare Rsch and Quality,Federal,
,IDM0001255,DHHS Agency for Hlthcare Rsch and Quality,Federal,
,ID00007290,DHHS NIH Natl Inst of Nursing Rsch,Federal,
DR00002686,ID00010630,F. Hoffmann-La Roche Ltd,Industry,
,ID00009913,DOD,Federal,
,ID00004300,Novartis Pharmaceuticals Corporation,Industry,CMEK162X 2102
,ID00007423,Association of Oncology Social Work,Foundation,
,ID00009918,Crohn's and Colitis Foundation of America,Foundation,Senior Research Award
,ID00003018,DHHS NIH Natl Inst of Arth & Mus & Skin Diseases,Federal,
,ID00006348,Group Health Coop.,Medical Center/Hospital,
DR00001543,ID00002384,DHHS Food and Drug Administration,Federal,
DR00001414,ID00000161,Stand Up To Cancer,Foundation,
,ID00010257,DHHS National Institutes of Health,Federal,
,ID00010406,Duke University Medical Center & Health System,Academic Institution/Univ,
,ID00008004,National Science Foundation,Federal,
,ID00001782,DHHS NIH Natl Inst on Drug Abuse,Federal,
,ID00001684,Clovis Oncology,Industry,
,IDM0001786,MedU,Academic Institution/Univ,
DR00001747,ID00005049,Vtesse Inc,Industry,
DR00000210,ID00012874,Bayer HealthCare Pharmaceuticals Inc,Industry,
DR00001841,ID00005402,Bayer HealthCare Pharmaceuticals Inc,Industry,
,IDM0002645,Friends of Doernbecher,Foundation,
,ID00009121,Friends of Doernbecher,Foundation,
,ID00011425,Society of Family Planning (SFP),Foundation,
,ID00003055,AbbVie Inc,Industry,115528
,ID0000001762,Lilly ICOS LLC,Industry,Protocol # H6D-MC-LVGY
,ID0000000931,Celgene Corporation,Industry,CC-5013-MDS-002
,ID00005057,GlaxoSmithKline LLC,Industry,
DR00000232,ID00006777,Biogen Inc,Industry,
DR00001982,IDM0002642,Lundbeck LLC,Industry,
DR00000679,IDM0002642,Lundbeck LLC,Industry,
,ID00010955,Collins Medical Trust,Foundation,
,ID00012747,Collins Medical Trust,Foundation,
DR00001089,ID00000193,NightstaRx Ltd,Industry,
DR00001523,ID00003993,Iconic Therapeutics Inc,Industry,
,ID00005813,Childrens Hospital Los Angeles,Medical Center/Hospital,
,IDM0001451,American Academy of Family Physicians Fnd,Foundation,
,ID00010266,DHHS NIH Natl Inst on Aging,Federal,P30AG008017
,ID00012232,DHHS NIH Natl Inst on Aging,Federal,P30AG008017
DR00001292,ID00000001,Roche Bioscience,Industry,
,ID00012320,Michael J. Fox Fdn for Parkinson's Research,Foundation,12776
,ID00010542,National Eczema Association (NEA),Foundation,
DR00002207,ID00009667,"Merck & Co., Inc.",Industry,
DR00002668,ID00005027,"Merck & Co., Inc.",Industry,
,ID00003293,"Inspire Pharmaceuticals, Inc.",Industry,
,ID00010188,DHHS NIH Natl Cancer Inst,Federal,68170
,ID0000000487,unfunded,,
,ID00000235,Novartis,Industry,
,ID00000097,Sandhill Scientific,Industry,
,ID0000003235,University of Texas Health Science Center at Houston,NIH,GCAE10036
,ID00001995,Calgene ,Industry,Celgene will supply study drug and funding CS
,ID00007613,Federal Emergency Management Agency,Federal,
,IDM0001328,OHSU School of Nursing,Foundation,
,IDM0000858,OHSU Knight Cancer Institute,Foundation,
,ID00001058,Bausch & Lomb,Industry,
,IDM0001406,Bioptigen Inc,Industry,Industry
,ID00012571,"Celator Pharmaceuticals, Inc.",Industry,
,ID00010874,Children's Hospital of Philadelphia,Medical Center/Hospital,
,ID00007016,Autism Speaks,Foundation,
,ID00001003,Children's Oncology Group,Foundation,
,IDM0000867,U.S. Dept of Veterans Affairs,Federal,
,ID00006004,Millennium Pharmaceuticals Inc,Industry,
,ID00007536,Nicholson Foundation,Foundation,
DR00002847,ID00010657,Regeneron Pharmaceuticals Inc,Industry,
DR00002594,ID00005057,Estetra SPRL,Industry,
DR00002635,ID00006367,Bristol-Myers Squibb,Industry,
DR00001929,ID00012617,Bristol-Myers Squibb,Industry,
DR00001201,ID00001961,Bristol-Myers Squibb,Industry,
DR00001936,IDM0001624,Merck Sharp & Dohme Corp,Industry,
DR00001882,IDM0001624,Merck Sharp & Dohme Corp,Industry,
DR00001129,ID00007306,Prothena Biosciences Inc,Industry,
,ID00001928,Radiation Therapy Oncology Group (RTOG),Federal,
,ID00000154,DHHS NIH Natl Inst on Drug Abuse,Federal,
,ID00004299,"Jaeb Ctr for Hlth Rsch, Inc.",Industry,"Sponsor is NIH funded, not industry - do not bill"
,ID00006838,Morphotek Inc,Industry,
,IDM0002964,Bristol-Myers Squibb Company,Industry,
,IDM0000725,"Natl Parkinson Fnd, Inc.",Foundation,
DR00001612,ID00004438,AZTherapies Inc,Industry,
,ID00011823,DHHS NIH Natl Inst of General Medical Science,Federal,
,ID00010195,Fred Hutch Cancer Rsch Ctr,Medical Center/Hospital,
,ID00010774,"AMAG Pharmaceuticals, Inc",Industry,
,ID00011003,Natl Childhood Cancer Fnd,Foundation,9003607
,ID00012558,Synlogic Inc,Industry,
,ID00006699,Nanomix Inc,Industry,
DR00000804,IDM0001167,Regeneron Pharmaceuticals Inc,Industry,
DR00002052,ID00007030,Mesoblast International SARL,Industry,
,00002407,Collins Medical Trust,Foundation,
,ID00001755,Collins Medical Trust,Foundation,
,ID00001818,Janssen Research & Development LLC,Industry,
,ID0000005556,Abbott Laboratories,Industry,M06-850
DR00000401,IDM0002578,Janssen Research & Development LLC,Industry,
DR00002011,ID00006589,Bristol-Myers Squibb,Industry,
,IDM0000571,Bristol-Myers Squibb,Industry,
DR00000909,IDM0002388,Agile Therapeutics Inc,Industry,
,ID00006846,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,1R01HD062745-01
DR00002194,ID00007741,"Merck & Co., Inc.",Industry,
,ID00010209,DHHS NIH Natl Inst on Aging,Federal,
,IDM0000022,Ipsen Biopharmaceuticals Inc,Industry,A-TL-52120-169
,ID0000003285,PULSION Medical Systems AG,Industry,
,ID00005338,DHHS NIH Natl Inst on Drug Abuse,Federal,
,00005890,St. Baldrick's Foundation,Foundation,
DR00000187,IDM0000487,Amgen Inc,Industry,
,IDM0000960,Methamphetamine Abuse Research Center (MARC),Academic Institution/Univ,
,ID00011493,Children's Hospital of Philadelphia,Medical Center/Hospital,
,IDM0000810,National Science Foundation,Federal,0826654
DR00001712,ID00003865,Dynavax Technologies,Industry,
,ID00011524,Children's Oncology Group,Foundation,
,IDM0001705,Children's Oncology Group,Foundation,
,IDM0001621,Children's Oncology Group,Foundation,
,ID00007219,Natl Multiple Sclerosis Society,Foundation,
,ID00007244,Wake Forest Univ. School of Medicine,Academic Institution/Univ,WFUS 441051 ER-01
,ID0000003388,Wyeth,Industry,3165A1-106-US
,IDM0001225,Smart Practice,Industry,
,ID00001898,OHSU SON Dean's Office Innovation Fund,Foundation,
,ID00008930,National Marrow Donor Program,Foundation,
,ID0000005421,DHHS National Institutes of Health,Federal,R43 AI063675
DR00001177,ID00011621,Daiichi Sankyo Company Inc,Industry,
,IDM0001767,Silver Family Foundation,Foundation,
DR00002723,IDM0000323,Evalve Inc,Industry,
,ID00012333,DHHS NIH Natl Inst of Mental Hlth,Federal,R01-2MH59105
,ID00011980,DHHS NIH Natl Inst of Mental Hlth,Federal,R21MH099618
,IDM0000535,Oregon Health & Science Univ Foundation,Foundation,
,ID00001759,Octapharma USA,Industry,
,ID00011173,DHHS NIH Natl Cancer Inst,Federal,
,IDM0000771,U.S. Dept of Veterans Affairs,Federal,
,ID00006110,N. L. Tartar Trust,Foundation,
,IDM0000070,Portland State Univ.,Academic Institution/Univ,
DR00002828,ID00012656,"Athersys, Inc.",Industry,B01-04
,ID00010831,Children's Hospital of Philadelphia,Medical Center/Hospital,
,ID00012398,Genentech Inc,Industry,
,ID00005801,DHHS NIH Natl Cancer Inst,Federal,1 U01 CA 154602 11 A1
DR00002180,ID00005070,GE Healthcare Inc,Industry,
DR00001652,ID00005070,GE Healthcare Inc,Industry,
,ID00001772,OHSU Fnd,Foundation,
,ID00000151,OHSU Fnd,Foundation,
,00001488,DHHS National Institutes of Health,Federal,
,ID00004166,DHHS National Institutes of Health,Federal,DC005805 A2
DR00002282,ID00006829,Takeda Global Research & Development Center Inc,Industry,
,00002391,Gilead Sciences Inc,Industry,
DR00001308,ID00011223,Prothena Therapeutics Ltd,Industry,
,ID00012491,DHHS National Institutes of Health,Federal,NIH HD34430-07
,ID00008403,DHHS NIH Natl Cancer Inst,Federal,
,ID00000268,Baxter Healthcare Corporation,Industry,
,IDM0001667,DHHS NIH Natl Inst on Deafness & Other Com Disorders,Federal,DC013761
,ID00009342,DHHS National Institutes of Health,Federal,
,ID00001775,DHHS National Institutes of Health,Federal,5R01ES017592
,ID00005978,DHHS NIH Natl Ctr for Advancing Translational Sciences,Federal,PA11-097
,ID00007180,Univ. of Rochester,Academic Institution/Univ,protocol number DMID 13-016
,ID00012047,Jaeb Ctr for Hlth Rsch Inc,Foundation,
,ID00007683,Patient-Centered Outcomes Research Institute (PCORI),Foundation,
,ID00007200,DHHS HRSA Maternal and Child Hlth Bureau,Federal,
,ID00011018,Canadian Glycomics Network (GlycoNet),Foreign,
,IDM0000921,SWOG-CTI,Foundation,
,ID00012605,Kolltan Pharmaceuticals Inc,Industry,
,ID00009054,Kaiser Fnd Hospitals,Medical Center/Hospital,
,IDM0001752,DHHS National Institutes of Health,Federal,10971761
,ID00009877,Alzheimer's Association,Foundation,
,00001517,American Association for Dental Research,Foundation,(alternate application)
,ID00002118,"Respironics Inc, A Philips Healthcare Company",Industry,Providing devices only
,ID0000002859,Genzyme Corporation,Industry,CLO34100405
,00001670,Collins Medical Trust,Foundation,
,ID00012160,NIH Common Fund,Federal,1R21DC016128-01A1
,ID00001960,Michael J. Fox Fdn for Parkinson's Research,Foundation,
,ID00004413,"IPSEN Pharma, S.A.S.",Industry,Y-55-52120-147
,IDM0001728,SWOG-CTI,Foundation,
,IDM0001294,SWOG-CTI,Foundation,
,IDM0001584,SWOG-CTI,Foundation,
,ID00004343,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,1R43HD090795
,IDM0000716,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,R21HD065180
,ID00002321,SWOG-CTI,Foundation,
DR00002495,ID00009384,Cheetah Medical,Industry,
,ID00003617,DHHS CDCP,Federal,
,ID00004629,Innovative Neurotronics Inc,Industry,
,ID00006571,DHHS NIH Natl Inst on Drug Abuse,Federal,PA-13-016 
,ID00006116,Jazz Pharmaceuticals Inc,Industry,
,ID00006608,Massachusetts General Hosp,Medical Center/Hospital,222583
,ID00010841,OHSU SON Dean's Office Innovation Fund,Foundation,
,IDM0000145,National Marrow Donor Program,Foundation,
DR00000992,IDM0000640,Novartis Pharmaceuticals Corporation,Industry,
DR00000890,IDM0002450,Novartis Pharmaceuticals Corporation,Industry,
DR00001096,IDM0000715,Novartis Pharmaceuticals Corporation,Industry,
,IDM0001388,Novartis Pharmaceuticals Corporation,Industry,AIN457
DR00001167,ID00000174,Helsinn Healthcare SA,Industry,
,ID00004450,DHHS National Institutes of Health,Federal,Oregon BIRCWH grant number HD043488-08.
,ID00011892,NIH Common Fund,Federal,1U01NS095869-01A1
,ID00010535,NIH Common Fund,Federal,1R61AT009628-01
,ID00012349,Bill & Melinda Gates Foundation,Foundation,
,ID00003752,DHHS NIH Natl Ctr for Complementary & Integrative Health,Federal, 5T32AT002688-10 
DR00001478,ID00003717,Genzyme Corporation,Industry,EFC14028
DR00002829,ID00010343,Medtronic Inc,Industry,
DR00000220,IDM0003214,Novartis Pharmaceuticals Corporation,Industry,
,ID00012934,Prospect Creek Foundation,Foundation,
,IDM0001460,Shriners Hospitals for Children - Tampa,Medical Center/Hospital,9160
,IDM0001641,"DHHS NIH Natl Heart, Lung, and Blood Inst",Federal,HL115032
DR00002753,ID00007465,Hoffmann-La Roche Inc,Industry,
DR00001297,ID00002709,"Acumed, LLC",Industry,
DR00002760,ID00006381,Asahi Kasei Pharma America Corp,Industry,
