eCRIS Contract Nbr,Contract Type,Workflow State From,State Entry Dt,Workflow State To,State Exit Dt
DR00000611,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2015-01-28 23:05:28,Agreement Uploaded/ Waiting for Negotiation,2015-01-28 23:05:28
DR00000608,Contract,Agreement Received (Waiting for Data Entry),2015-01-27 19:13:09,Agreement Uploaded/ Waiting for Negotiation,2015-01-27 19:15:35
DR00000266,Contract,Agreement Received (Waiting for Data Entry),2014-04-28 20:19:37,Agreement Uploaded/ Waiting for Negotiation,2014-04-28 20:25:14
DR00000361,Contract,Waiting for IRB Approval of Study,2014-08-20 16:32:30,Waiting for Final Agreement from Sponsor,2014-08-20 16:38:26
DR00000349,Contract,In OHSU Review,2014-10-24 16:43:57,In External Review,2014-11-03 17:34:13
DR00002697,Confidentiality Agreement,In OHSU Review,2018-02-05 17:16:47,In External Review,2018-02-05 17:48:51
DR00001596,Contract,In OHSU Review,2016-12-23 23:13:26,In External Review,2016-12-23 23:14:15
DR00001350,Contract,Waiting for Final Budget,2016-12-16 03:24:32,IRB and Budget Approved,2017-02-10 19:14:43
DR00001758,Amendment,Waiting for OHSU Signatures,2016-11-04 19:27:59,Waiting for Sponsor Signature,2016-11-08 19:03:10
DR00000676,Contract,Waiting for OHSU Signatures,2015-10-26 21:12:16,Waiting for Sponsor Signature,2015-10-28 15:33:38
DR00001377,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00002181,Contract,Waiting for IRB Approval of Study,2017-06-13 20:22:41,Waiting for Final Agreement from Sponsor,2017-06-13 20:22:46
DR00000972,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2015-08-14 21:19:57,Agreement Uploaded/ Waiting for Negotiation,2015-08-14 21:19:57
DR00002255,Contract,Waiting for IRB Approval of Study,2017-07-21 20:53:27,Waiting for Final Agreement from Sponsor,2017-07-21 20:53:33
DR00002434,Contract,Waiting for IRB Approval of Study,2017-10-16 15:06:36,Waiting for Final Agreement from Sponsor,2017-10-16 15:06:43
DR00001468,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2016-05-23 20:36:37,Agreement Uploaded/ Waiting for Negotiation,2016-05-23 20:36:37
DR00001571,Confidentiality Agreement,In External Review,2016-07-26 18:36:13,Negotiation Complete,2016-08-01 23:49:29
DR00001963,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2017-02-08 20:46:48,Agreement Uploaded/ Waiting for Negotiation,2017-02-08 20:46:48
DR00001882,Amendment,Agreement Received (Waiting for Data Entry),2016-12-20 17:41:58,Agreement Uploaded/ Waiting for Negotiation,2016-12-20 17:41:59
DR00002120,Contract,Agreement Received (Waiting for Data Entry),2017-04-24 18:11:17,Agreement Uploaded/ Waiting for Negotiation,2017-04-24 18:12:28
DR00002243,Amendment,Agreement Received (Waiting for Data Entry),2017-06-08 20:00:06,Agreement Uploaded/ Waiting for Negotiation,2017-06-08 20:00:06
DR00000500,Contract,Agreement Received (Waiting for Data Entry),2014-10-31 17:35:42,Agreement Uploaded/ Waiting for Negotiation,2014-10-31 17:38:50
DR00000903,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2015-07-14 18:10:22,Agreement Uploaded/ Waiting for Negotiation,2015-07-14 18:10:22
DR00002479,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2017-10-17 23:13:41,Agreement Uploaded/ Waiting for Negotiation,2017-10-17 23:13:42
DR00002245,Amendment,Waiting for OHSU Signatures,2017-07-27 19:51:02,Waiting for Sponsor Signature,2017-09-01 20:43:36
DR00001378,Contract,In OHSU Review,2016-07-05 21:54:27,In External Review,2016-07-12 18:39:10
DR00001674,Contract,Negotiation In Process,2016-10-11 23:28:28,In External Review,2016-12-16 21:00:02
DR00000024,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00001768,Confidentiality Agreement,In OHSU Review,2016-11-15 20:40:48,Negotiation Complete,2016-11-15 20:48:09
DR00000546,Contract,In OHSU Review,2015-02-21 00:39:40,In External Review,2015-02-21 00:44:00
DR00001967,Contract,In OHSU Review,2017-07-11 16:56:56,In External Review,2017-09-26 21:15:53
DR00002313,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00001650,Contract,Negotiation In Process,2016-09-07 17:16:12,In External Review,2016-09-15 21:53:53
DR00001947,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000268,Contract,Waiting for Final Budget,2014-04-30 18:24:47,Waiting for OHSU Signatures,2014-07-09 19:22:32
DR00002057,Contract,Waiting for Final Budget,2017-06-26 17:36:18,Negotiation In Process,2017-06-26 22:17:10
DR00001144,Confidentiality Agreement,In OHSU Review,2015-12-17 17:23:21,Negotiation Complete,2015-12-19 00:33:53
DR00001082,Amendment,In OHSU Review,2015-12-02 21:14:41,Negotiation Complete,2015-12-02 21:14:46
DR00000797,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00001313,Amendment,In OHSU Review,2016-05-02 22:40:04,Negotiation Complete,2016-05-02 22:43:10
DR00001417,Confidentiality Agreement,In External Review,2016-04-28 22:29:32,Withdrawn,2016-08-12 00:44:28
DR00001159,Contract,In External Review,2016-01-08 20:00:13,In OHSU Review,2016-01-25 16:39:48
DR00000852,Contract,Waiting for OHSU Signatures,2015-10-08 21:59:49,Waiting for Sponsor Signature,2015-11-24 17:20:07
DR00001688,Confidentiality Agreement,In External Review,2016-09-16 05:30:43,In OHSU Review,2016-09-19 22:29:53
DR00000492,Confidentiality Agreement,Waiting for OHSU Signatures,2014-11-05 01:56:53,Waiting for Sponsor Signature,2014-12-19 22:37:23
DR00001491,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001016,Amendment,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00002434,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00001704,Confidentiality Agreement,Negotiation In Process,2016-09-23 19:40:01,Negotiation Complete,2016-09-23 19:40:08
DR00001528,Contract,Waiting for OHSU Signatures,2016-11-21 17:58:21,Waiting for Sponsor Signature,2016-12-02 18:13:58
DR00000939,Contract,Waiting for OHSU Signatures,2015-09-15 17:49:32,Waiting for Sponsor Signature,2015-10-06 20:14:22
DR00001443,Amendment,Negotiation In Process,2016-05-10 22:20:42,Negotiation Complete,2016-05-10 22:22:10
DR00000772,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00000056,Confidentiality Agreement,Negotiation In Process,2013-10-30 22:32:51,In External Review,2013-10-31 03:05:32
DR00000210,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00002331,Confidentiality Agreement,Negotiation In Process,2017-07-31 22:44:47,In External Review,2017-07-31 23:23:17
DR00001643,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00000845,Master Contract,Negotiation In Process,2015-06-06 00:18:40,In External Review,2015-06-06 00:19:59
DR00001138,Contract,Waiting for OHSU Signatures,2016-01-29 23:14:10,Pending SPA setup,2016-08-01 23:49:10
DR00000135,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00002043,Subcontract,Negotiation In Process,2017-06-14 19:05:14,Negotiation Complete,2017-08-08 21:28:10
DR00002307,Amendment,Waiting for OHSU Signatures,2017-08-18 20:32:19,Waiting for Sponsor Signature,2017-08-29 23:46:25
DR00001137,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00000307,Confidentiality Agreement,In External Review,2014-06-11 23:17:04,Negotiation Complete,2014-06-26 19:35:19
DR00001015,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2015-09-08 22:19:11,Agreement Uploaded/ Waiting for Negotiation,2015-09-08 22:19:11
DR00002187,Contract,Waiting for Final Budget,2017-05-25 15:37:07,Negotiation In Process,2017-06-16 21:48:34
DR00002501,Contract,Negotiation In Process,2017-12-13 23:21:55,In External Review,2017-12-13 23:24:14
DR00000455,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00000180,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2014-03-04 17:55:55,Agreement Uploaded/ Waiting for Negotiation,2014-03-04 17:55:55
DR00000997,Contract,Negotiation In Process,2015-10-16 22:41:48,In External Review,2015-10-27 17:13:14
DR00002021,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00002206,Amendment,In External Review,2017-05-23 18:12:51,In OHSU Review,2017-10-02 20:29:24
DR00002634,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00001458,Contract,Waiting for Final Budget,2016-09-28 22:49:59,Waiting for OHSU Signatures,2016-09-28 22:53:38
DR00001157,Confidentiality Agreement,Negotiation In Process,2015-12-14 22:59:55,In External Review,2015-12-15 21:39:01
DR00000640,Amendment,Negotiation In Process,2015-02-17 20:51:21,Negotiation Complete,2015-02-17 21:34:08
DR00000497,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000858,Contract,Negotiation In Process,2015-08-22 00:47:21,In External Review,2015-08-22 00:52:19
DR00002239,Amendment,Agreement Received (Waiting for Data Entry),2017-06-08 16:42:36,Agreement Uploaded/ Waiting for Negotiation,2017-06-08 16:42:36
DR00002759,Confidentiality Agreement,In External Review,2018-02-16 00:29:39,Negotiation Complete,2018-02-16 22:05:09
DR00001232,Confidentiality Agreement,In External Review,2016-05-02 18:32:21,Negotiation Complete,2016-07-11 16:13:08
DR00001087,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2015-10-27 23:41:07,Agreement Uploaded/ Waiting for Negotiation,2015-10-27 23:41:07
DR00001346,Confidentiality Agreement,In External Review,2016-03-23 21:02:56,Negotiation Complete,2016-03-29 21:58:28
DR00000616,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2015-01-30 00:22:54,Agreement Uploaded/ Waiting for Negotiation,2015-01-30 00:22:54
DR00002148,Contract,Agreement Received (Waiting for Data Entry),2017-05-03 16:09:59,Agreement Uploaded/ Waiting for Negotiation,2017-05-03 16:19:52
DR00000131,Contract,In External Review,2014-07-02 17:49:22,IRB and Budget Approved,2014-07-30 21:47:33
DR00001071,Amendment,Agreement Received (Waiting for Data Entry),2015-10-20 19:18:46,Agreement Uploaded/ Waiting for Negotiation,2015-10-20 19:18:47
DR00000588,Confidentiality Agreement,Negotiation In Process,2015-01-15 19:09:41,In External Review,2015-01-16 23:36:40
DR00002490,Confidentiality Agreement,Negotiation In Process,2017-10-20 22:09:29,In External Review,2017-10-20 22:48:41
DR00001561,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00001039,Contract,Negotiation In Process,2015-12-03 23:57:53,In External Review,2015-12-03 23:59:16
DR00001478,Contract,In External Review,2017-03-17 17:12:40,In OHSU Review,2017-03-24 19:07:00
DR00001374,Contract,In External Review,2016-11-30 19:02:10,In OHSU Review,2016-12-01 22:42:12
DR00000751,Contract,Agreement Received (Waiting for Data Entry),2015-04-14 19:53:22,Waiting for IRB Submission,2015-04-14 19:54:12
DR00002542,Contract,Agreement Received (Waiting for Data Entry),2017-11-10 19:38:31,Agreement Uploaded/ Waiting for Negotiation,2017-11-10 19:48:17
DR00002136,Confidentiality Agreement,In External Review,2017-05-04 20:28:31,Negotiation Complete,2017-05-10 23:05:40
DR00001906,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2017-01-05 23:11:34,Agreement Uploaded/ Waiting for Negotiation,2017-01-05 23:11:35
DR00002453,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2017-09-29 20:57:10,Agreement Uploaded/ Waiting for Negotiation,2017-09-29 20:57:10
DR00002108,Amendment,Agreement Received (Waiting for Data Entry),2017-04-19 21:53:49,Agreement Uploaded/ Waiting for Negotiation,2017-04-19 21:53:49
DR00002527,Confidentiality Agreement,In External Review,2017-11-06 18:00:49,Negotiation Complete,2017-11-06 23:47:52
DR00002545,Contract,Agreement Received (Waiting for Data Entry),2017-11-11 01:34:36,Agreement Uploaded/ Waiting for Negotiation,2017-11-11 01:36:15
DR00002330,Confidentiality Agreement,In External Review,2017-08-02 16:23:03,Negotiation Complete,2017-08-03 17:52:39
DR00000586,Confidentiality Agreement,In External Review,2015-01-09 01:26:32,Negotiation Complete,2015-03-05 21:11:33
DR00001010,Amendment,Negotiation In Process,2015-09-18 19:43:46,In External Review,2015-09-22 19:48:24
DR00002193,Contract,Waiting for Final Budget,2018-01-26 19:32:36,Waiting for OHSU Signatures,2018-02-12 22:03:38
DR00001086,Amendment,Waiting for OHSU Signatures,2015-12-07 21:22:44,Amendment Fully Executed,2015-12-11 19:37:35
DR00000711,Confidentiality Agreement,In External Review,2015-03-27 01:43:59,In OHSU Review,2015-04-09 00:00:08
DR00000191,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2014-03-11 17:36:39,Agreement Uploaded/ Waiting for Negotiation,2014-03-11 17:36:39
DR00000716,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2015-03-25 23:34:03,Agreement Uploaded/ Waiting for Negotiation,2015-03-25 23:34:03
DR00002811,Contract,In External Review,2018-03-08 22:48:54,In OHSU Review,2018-03-08 23:00:25
DR00002042,Contract,In External Review,2017-05-15 19:17:23,In OHSU Review,2017-06-19 19:01:33
DR00000859,Confidentiality Agreement,In External Review,2015-06-22 22:47:49,In OHSU Review,2015-06-23 21:35:55
DR00000844,Confidentiality Agreement,In External Review,2015-06-08 23:03:47,In OHSU Review,2015-06-16 16:40:10
DR00002159,Contract,In External Review,2017-07-11 20:24:31,In OHSU Review,2017-09-14 19:54:36
DR00002149,Contract,In External Review,2017-09-05 17:47:33,In OHSU Review,2017-09-07 16:34:44
DR00002079,Master Contract,Negotiation In Process,2017-04-07 00:33:10,In External Review,2017-04-07 00:33:43
DR00000056,Confidentiality Agreement,In External Review,2013-10-31 03:05:32,In OHSU Review,2013-11-07 01:43:05
DR00000449,Contract,Waiting for IRB Submission,2014-09-18 16:25:24,Negotiation In Process,2015-02-05 18:55:07
DR00001374,Contract,In External Review,2016-11-28 23:29:58,In OHSU Review,2016-11-30 18:58:45
DR00002117,Contract,In External Review,2018-03-02 19:52:01,In OHSU Review,2018-03-27 16:55:49
DR00000847,Confidentiality Agreement,Negotiation In Process,2015-06-11 23:20:35,In External Review,2015-06-11 23:22:03
DR00002554,Confidentiality Agreement,Negotiation In Process,2017-11-15 19:42:02,In External Review,2017-11-15 21:33:29
DR00002579,Contract,Negotiation In Process,2017-12-11 23:24:29,In External Review,2017-12-11 23:50:41
DR00002326,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00002182,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00000007,Contract,Pending SPA setup,2013-11-08 21:17:42,OGA Setup Complete,2013-11-12 12:00:06
DR00002071,Contract,Pending SPA setup,2017-08-07 18:53:45,OGA Setup Complete,2017-08-10 11:05:13
DR00001307,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2016-03-03 20:02:08,Agreement Uploaded/ Waiting for Negotiation,2016-03-03 20:02:08
DR00002650,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00000804,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00001778,Contract,Negotiation In Process,2016-10-28 16:43:13,In External Review,2016-11-08 18:07:43
DR00000187,Contract,Waiting for OHSU Signatures,2014-07-14 15:57:32,Pending SPA setup,2014-07-23 17:10:55
DR00001029,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00002784,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2018-02-27 17:39:19,Agreement Uploaded/ Waiting for Negotiation,2018-02-27 17:39:19
DR00000473,Contract,In External Review,2014-12-02 22:36:54,Withdrawn,2015-01-23 17:59:23
DR00001838,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001117,Amendment,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001716,Contract,Waiting for OHSU Signatures,2017-01-21 00:28:24,Waiting for Sponsor Signature,2017-01-26 20:32:46
DR00001038,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000080,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000835,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00002862,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000138,Master Contract,Negotiation In Process,2014-02-05 00:14:19,Negotiation Complete,2014-02-05 00:14:53
DR00000707,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001084,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00002342,Contract,Waiting for OHSU Signatures,2017-11-27 22:45:18,Waiting for Sponsor Signature,2017-12-09 01:35:07
DR00002596,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000536,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001754,Confidentiality Agreement,In External Review,2016-10-18 23:53:38,In OHSU Review,2016-10-19 15:07:37
DR00002434,Contract,Waiting for OHSU Signatures,2017-12-13 22:24:23,Waiting for Sponsor Signature,2017-12-14 00:04:07
DR00001119,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000354,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001081,Contract,Pending SPA setup,2016-02-26 01:11:33,OGA Setup Complete,2016-03-02 12:00:17
DR00001350,Contract,In External Review,2016-11-08 22:01:20,Waiting for IRB Approval of Study,2016-11-08 22:01:33
DR00000051,Contract,Negotiation In Process,2013-11-22 00:16:05,In External Review,2014-02-12 19:48:13
DR00002350,Contract,In External Review,2017-08-08 21:19:25,Waiting for IRB Approval of Study,2017-08-08 21:19:31
DR00001130,Contract,In External Review,2016-04-12 18:50:18,In OHSU Review,2016-04-22 17:57:08
DR00002340,Confidentiality Agreement,In External Review,2017-08-14 17:11:55,In OHSU Review,2017-08-18 22:25:20
DR00000390,Contract,Negotiation In Process,2014-10-07 22:54:11,In External Review,2014-10-07 23:47:23
DR00002172,Contract,In External Review,2017-06-09 23:22:19,Waiting for Final Budget,2017-11-08 21:25:36
