eCRIS Contract Nbr,IRB Nbr,CRS Study Nbr,Contract Type,Contract Name,Study Sponsor,Master Agreement Flag,Template Agreement Flag,Contract Funding Mechanism,Originating Agency,Preaward Contact,Principal Investigator,Subcontractee,Contract Status,Contract Status Change Dt,Executed Dt,Negotiation Complete Dt,Negotiation Start Dt,Created Dt,Pending SPA Setup Dt,Hold Time,Industrial Acct Nbr,CT.gov Primary Completion Dt,CT.gov Study Completion Dt,OHSU Multicenter Study Flag,Study Type,Award Org Name,Study Phase,Drug - IND,Ongoing Study Flag,Clinical Services Flag,Drug Study Flag,PI Initiated Flag,OHSU PI is Lead PI Flag,IRB Approval Dt,IRB Expiration Dt,Review Category,IRB Status Change Dt,IRB Termination Dt,Cancer Study Flag,IRB Study Submitted Dt,Clinical Trial Flag,Prospective Consent Flag
DR00000830,,,Confidentiality Agreement,GSK (PPD) GSK2798745 CDA OHSU_Clark,GlaxoSmithKline LLC,No,No,Contract,,Jennifer Mair,Wayne Clark,,CDA Fully Executed,2015-06-08 15:21:08,2015-06-08 23:21:08,2015-06-02 09:34:38,2015-05-28 07:00:00,2015-05-28 17:27:24,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000889,IRB00011986,CRS00001854,Contract,MedImmune (TKL) D5240C00001 CSA OHSU_Simpson,MedImmune LLC,No,No,Contract,,Jennifer Mair, ,,OGA Setup Complete,2015-12-05 04:01:38,2015-11-30 08:00:00,2015-11-19 09:39:20,2015-08-14 21:15:00,2015-07-08 21:05:33,2015-12-01 15:58:21,0,100096397,,,No,Interventional,SM.Dermatology Admin,Phase 2,Yes,No,Yes,Yes,No,No,2015-09-02 07:00:00,2016-10-03 19:17:00,Full Board,2016-10-03 19:17:00,,No,2015-07-08 08:28:19,Yes,Yes
DR00000470,,,Confidentiality Agreement,Agios (INC Research) Phase 1 AG221-C-001 CDA OHSU_Traer,Agios Pharmaceuticals Inc,No,No,Contract,,Jacqueline Brown,Elie Traer,,CDA Fully Executed,2014-10-28 08:27:04,2014-10-28 16:27:03,2014-10-09 13:12:04,2014-10-06 07:00:00,2014-10-06 23:43:48,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000694,,,Confidentiality Agreement,Takeda DEN108_109 CDA OHSU_Messer,Takeda Pharmaceutical Company Ltd,No,No,Contract,,Jacqueline Brown,William Messer,,CDA Fully Executed,2015-03-12 11:12:10,2015-03-12 19:12:09,2015-03-10 13:08:31,2015-03-10 20:07:00,2015-03-10 19:49:30,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000805,,,Confidentiality Agreement,Incyte GVHD trial CDA OHSU_Maziarz,Incyte Corporation,No,No,Contract,,Jacqueline Brown,Richard Maziarz,,CDA Fully Executed,2015-05-27 16:18:09,2015-05-28 00:18:08,2015-05-20 00:00:00,2015-05-15 15:39:00,2015-05-14 17:45:42,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000261,IRB00010289,CRS00000434,Contract,COG (MORPHOTEK) ADVL1213 WO OHSU_Malempati,Morphotek Inc,No,No,Contract,,Kristen Baptiste, ,,OGA Setup Complete,2014-11-05 04:00:10,2014-08-18 07:00:00,2014-07-17 15:41:14,2014-07-17 22:41:00,2014-04-25 18:52:05,2014-08-18 10:07:37,0,100096889,,,No,Interventional,SM.Peds Hemonc,Phase 1,Yes,No,Yes,Yes,No,No,2014-05-16 07:00:00,2015-05-15 07:00:00,Full Board,2015-01-14 16:37:02,2015-01-14 08:00:00,Yes,2014-04-24 09:46:46,,Yes
DR00000820,,,Confidentiality Agreement,Takeda MLN0002SC-3031 CDA OHSU_Collins,Takeda Development Center Americas Inc,No,No,Contract,,Jennifer Mair,Judith Collins,,CDA Fully Executed,2015-08-07 09:28:37,2015-08-07 17:28:36,2015-05-26 14:30:46,2015-05-26 21:17:00,2015-05-21 22:44:45,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000834,,,Confidentiality Agreement,StemCells (Chiltern) RADIANT study CDA OHSU_Lauer,"StemCells, Inc.",No,No,Contract,,Jennifer Mair,Andreas Lauer,,CDA Fully Executed,2015-08-10 09:02:59,2015-07-21 07:00:00,2015-06-12 12:42:53,2015-06-08 21:46:00,2015-06-02 20:48:13,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000862,IRB00011890,CRS00001817,Contract,Tioga ASMP2006 CTA OHSU_Simpson,Tioga Pharmaceuticals Inc,No,No,Contract,,Tara McKenzie, ,,OGA Setup Complete,2015-12-05 04:01:24,2015-11-30 08:00:00,2015-11-10 12:59:42,2015-10-14 20:52:00,2015-06-19 15:58:58,2015-12-03 15:48:57,0,100096398,,,No,Interventional,SM.Dermatology Admin,Phase 2,Yes,No,Yes,Yes,No,No,2015-08-18 07:00:00,2017-08-16 21:52:00,Full Board,2017-08-16 21:52:00,,No,2015-06-18 15:10:01,Yes,Yes
DR00000849,IRB00011914,CRS00001807,Contract,Anthera (Rho) AN-EPI3331 CTA OHSU_Powers,Anthera Pharmaceuticals Inc,No,No,Contract,,Colin Murphy, ,,OGA Setup Complete,2016-04-07 03:00:10,2016-04-04 07:00:00,2016-03-23 12:23:42,,2015-06-09 21:40:20,2016-04-05 12:55:26,0,100096279,,,No,Interventional,SM.Pediatric Pulmonary,Phase 3,Yes,No,Yes,Yes,No,No,2015-09-02 07:00:00,2017-05-15 16:52:00,Full Board,2017-05-15 16:52:00,,No,2015-07-20 09:16:21,Yes,Yes
DR00000850,,,Confidentiality Agreement,Eisai Akynzeo IB CDA OHSU_Bubalo,Eisai Inc,No,No,Contract,,Jacqueline Brown,Joseph Bubalo,,CDA Fully Executed,2015-06-23 13:16:55,2015-06-23 21:16:54,2015-06-22 13:48:30,2015-06-11 23:52:00,2015-06-09 22:18:43,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000864,IRB00011092,CRS00001241,Amendment,Dexcom AP-007-2014 Am 1 to CTA OHSU_Castle,DHHS NIH Natl Inst of Diab & Digest & Kid Diseases,No,No,Contract,,Kristen Baptiste, ,,Amendment Fully Executed,2015-10-15 14:57:00,2015-08-21 07:00:00,2015-08-20 09:13:31,2015-08-07 22:53:00,2015-06-23 22:31:58,,0,100096918,,,No,Interventional,,N/A,No,No,Yes,Yes,Yes,No,2014-09-25 07:00:00,2016-07-19 21:18:00,Full Board,2016-07-19 21:18:00,,No,2014-09-11 09:36:44,Yes,Yes
DR00000829,,,Confidentiality Agreement,IPSEN ESS and Lung NET trial CDA OHSU_Cetnar,Ipsen Biopharmaceuticals Inc,No,No,Contract,,Jacqueline Brown,Jeremy Cetnar,,Withdrawn,2015-06-11 11:05:36,,,,2015-05-23 00:34:33,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000877,,,Confidentiality Agreement,"BIPI 1311.5, 1311.10, 1311.24, 1311.26, 1311.27 CDA OHSU_Deodhar",Boehringer Ingelheim Pharmaceuticals Inc,No,No,Contract,,Jennifer Mair,Atulya Deodhar,,CDA Fully Executed,2015-08-10 10:08:36,2015-08-10 18:08:35,2015-07-07 08:52:54,2015-07-06 19:14:00,2015-07-01 20:16:02,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000852,IRB00011848,CRS00001794,Contract,Polynoma (ProTrials) MAVIS POL-103A OHSU_Bar,Polynoma LLC,No,No,Contract,,Jennifer Mair, ,,OGA Setup Complete,2015-11-26 04:00:07,2015-11-24 18:53:45,2015-10-08 14:55:04,,2015-06-10 15:58:33,2015-11-24 10:53:48,0,100096407,,,No,Interventional,SM.Dermatology Admin,Phase 3,Yes,No,Yes,Yes,No,No,2015-11-19 08:00:00,2018-09-07 07:00:00,Full Board,2017-11-11 11:57:00,,Yes,2015-06-12 12:06:30,Yes,Yes
DR00000873,,,Confidentiality Agreement,Bellerophon (PPD) Pulm Arterial Hypertension iNO-INOpulse CDA OHSU_Khan,Bellerophon Therapeutics,No,No,Contract,,Kristen Baptiste,Akram Khan,,CDA Fully Executed,2015-08-25 10:10:05,2015-08-25 18:10:04,2015-07-30 13:40:10,2015-07-08 07:00:00,2015-06-29 21:14:29,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000883,,,Confidentiality Agreement,Taiho (UBC) Refractory Metastatic Gastric Cancer CDA OHSU_Lopez,Taiho Oncology,No,No,Contract,,Kristen Baptiste,Charles Lopez,,CDA Fully Executed,2015-10-12 09:22:14,2015-08-20 07:00:00,2015-08-17 11:59:14,2015-07-14 22:51:00,2015-07-07 19:35:01,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000902,,,Confidentiality Agreement,Lilly I4T-MC-JPBX CDA OHSU_Cetnar,Lilly USA LLC,No,No,Contract,,Jacqueline Brown,Jeremy Cetnar,,CDA Fully Executed,2015-07-13 14:15:30,2015-07-13 22:15:30,2015-07-13 13:38:56,2015-07-13 20:38:00,2015-07-13 20:24:47,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000946,,,Confidentiality Agreement,Lilly (Quintiles) I4T-MC-JVDD PASS CDA OHSU_Vaccaro,Lilly USA LLC,No,No,Contract,,Jacqueline Brown,Gina Vaccaro,,CDA Fully Executed,2015-08-10 07:45:41,2015-08-10 15:45:39,2015-08-05 00:00:00,2015-08-05 18:28:00,2015-08-04 23:00:47,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000957,,,Amendment,Gilead Am 2 to MCTA_OHSU,Gilead Sciences Inc,No,No,Contract,,Jacqueline Brown, ,,Amendment Fully Executed,2015-08-06 17:32:38,2012-02-09 08:00:00,2012-02-09 01:00:00,2012-02-06 08:00:00,2015-08-07 01:28:20,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000989,IRB00012096,CRS00001950,Contract,BMS CA212-115 Study Letter OHSU_Taylor,Bristol-Myers Squibb,Yes,No,Contract,,Emily Purdin, ,,Withdrawn,2016-04-18 08:17:43,,2015-09-03 16:40:47,2015-08-31 20:45:00,2015-08-25 15:51:49,,0,,,,No,Interventional,SM.Knight Phase I Clinical Trials,Phase 1/Phase 2,Yes,No,Yes,Yes,No,No,2015-11-19 08:00:00,2016-11-18 08:00:00,Full Board,2016-04-14 22:13:45,2016-04-14 07:00:00,Yes,2015-08-24 22:16:36,,Yes
DR00000910,,,Confidentiality Agreement,ImmunoGen IMGN779 CDA OHSU_Traer,ImmunoGen Inc,No,No,Contract,,Jacqueline Brown,Elie Traer,,CDA Fully Executed,2015-07-30 15:55:12,2015-07-30 23:55:11,2015-07-30 16:54:56,2015-07-29 23:06:00,2015-07-17 16:35:55,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000956,,,Amendment,Gilead Am 1 to MCTA_OHSU,Gilead Sciences Inc,No,No,Contract,,Jacqueline Brown, ,,Amendment Fully Executed,2015-08-06 17:26:35,2010-11-04 07:00:00,2010-11-04 00:00:00,2010-11-04 07:00:00,2015-08-07 01:14:08,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000983,IRB00011462,CRS00001532,Contract,Celgene (IRB 11462) AX-CL-NSCLC-PI-005364 CSGA OHSU_Tolba,Celgene Corporation,No,No,Contract,,Jacqueline Brown, ,,Withdrawn,2016-07-12 07:20:30,,2015-12-11 15:36:15,2015-09-20 07:00:00,2015-08-19 21:55:24,,0,100096082,,,No,Interventional,SM.Knight Lung Trial Coordination,Phase 1,Yes,No,Yes,Yes,Yes,No,2015-04-14 07:00:00,2018-04-10 07:00:00,Full Board,2016-04-25 19:11:00,,Yes,2015-01-20 12:41:02,Yes,Yes
DR00000973,IRB00012076,CRS00001932,Contract,Lilly (Inventiv Health) I5B-MC-JGDJ CTA OHSU_Davis,Eli Lilly and Company,No,No,Contract,,Jacqueline Brown, ,,OGA Setup Complete,2015-12-16 04:00:10,2015-12-10 20:25:30,2015-09-02 00:00:00,2015-08-17 19:44:00,2015-08-17 15:30:13,2015-12-10 12:25:33,0,100096388,,,No,Interventional,SM.Knight Sarcoma Trial Coordination,Phase 3,Yes,No,Yes,Yes,No,No,2015-09-18 07:00:00,2018-08-10 07:00:00,Full Board,2017-11-11 12:22:00,,Yes,2015-08-16 20:31:26,Yes,Yes
DR00001001,,,Confidentiality Agreement,Merck MK-3475-177 CDA OHSU_Vaccaro,Merck Sharp & Dohme Corp,No,No,Contract,,Jacqueline Brown,Gina Vaccaro,,CDA Fully Executed,2015-08-31 15:18:08,2015-08-31 23:18:07,2015-08-31 15:10:51,2015-08-31 22:10:00,2015-08-31 19:35:49,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000419,IRB00011002,CRS00001116,Contract,Hyperion HPN-100-009 CTA OHSU_Harding,Hyperion Therapeutics Inc,No,No,Contract,,Jennifer Mair, ,,OGA Setup Complete,2015-06-03 03:00:05,2015-05-26 07:00:00,2015-05-13 08:46:15,,2014-09-04 23:43:29,2015-05-28 10:36:27,0,100096639,,,No,Interventional,SM.Molec & Medical Genetics,Phase 2,Yes,No,Yes,Yes,No,No,2014-11-07 08:00:00,2017-11-20 17:39:00,Full Board,2017-11-20 17:39:00,,No,2014-09-26 16:11:44,Yes,Yes
DR00000457,IRB00010144,CRS00000063,Amendment, Chugai CIM003JG Am to CTA OHSU_Simpson,"Chugai Pharma USA, LLC",No,No,Contract,,Jennifer Mair, ,,Amendment Fully Executed,2014-12-19 13:51:14,2014-12-19 21:51:11,2014-12-16 10:00:04,2014-12-15 19:49:00,2014-09-24 18:21:24,,0,100097023,,,No,Interventional,SM.Dermatology Admin,Phase 2,Yes,No,Yes,Yes,No,No,2014-03-13 07:00:00,2016-10-03 19:20:00,Full Board,2016-10-03 19:20:00,,No,2014-02-20 10:59:22,Yes,Yes
DR00000931,,,Confidentiality Agreement,Novartis ETB115C2202 CDA OHSU_Recht,Novartis Pharmaceuticals Corporation,No,No,Contract,,Kristen Baptiste,Michael Recht,,CDA Fully Executed,2015-12-14 08:16:06,2015-12-11 08:00:00,2015-12-10 09:02:21,2015-08-03 22:41:00,2015-07-28 18:00:57,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000959,,,Master Contract,Celgene MCTA_OHSU FE EXP23SEP2017,Celgene Corporation,No,No,Contract,,Jacqueline Brown,Jacqueline Brown,,Master Fully Executed,2015-08-10 13:20:01,2015-08-10 21:20:00,2012-09-27 00:00:00,2012-02-02 08:00:00,2015-08-10 21:14:49,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000934,IRB00010059,CRS00000049,Amendment,AbbVie 12ABB009 (M11-352) Am 1 to CSA OHSU_Rueda,AbbVie Inc,No,No,Contract,,Jennifer Mair, ,,Amendment Fully Executed,2016-01-15 14:50:48,2016-01-08 08:00:00,2015-11-04 10:39:38,2015-08-14 22:59:00,2015-07-29 19:10:28,,0,100096837,,,No,Interventional,SM.NEP Administration,Phase 3,Yes,No,Yes,Yes,No,No,2014-06-06 07:00:00,2018-06-27 07:00:00,Full Board,2017-06-28 15:51:00,,No,2014-05-12 16:09:14,Yes,Yes
DR00000970,,,Confidentiality Agreement,Mirati (PRAH) Mirati-265-109 Phase 2 NSCLC Study CDA OHSU_Tolba,Mirati Therapeutics Inc,No,No,Contract,,Tara McKenzie,Khaled Tolba,,CDA Fully Executed,2015-08-28 14:14:43,2015-08-28 22:14:42,2015-08-21 15:01:48,2015-08-19 22:49:00,2015-08-14 00:06:42,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000913,,,Confidentiality Agreement,AstraZeneca D4190C00023 Protocol Transmittal Letter OHSU_Chen,AstraZeneca LP,No,No,Contract,,Jacqueline Brown,Andy Chen,,CDA Fully Executed,2015-07-17 10:23:18,2015-07-16 07:00:00,2015-07-16 00:00:00,2015-07-16 07:00:00,2015-07-17 17:58:36,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000960,,,Confidentiality Agreement,Pharmacyclics (INC) 1006645 CDA OHSU_Ryan,Pharmacyclics Inc,No,No,Contract,,Jacqueline Brown,Christopher Ryan,,CDA Fully Executed,2015-09-21 14:00:09,2015-08-27 07:00:00,2015-08-26 08:59:20,2015-08-20 21:00:00,2015-08-11 22:06:27,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000968,IRB00010057,CRS00000100,Amendment, Merck MK-7622-012-00 Am 1 to CTRA OHSU_Kaye,Merck Sharp & Dohme Corp,No,No,Contract,,Jacqueline Brown, ,,Amendment Fully Executed,2015-10-14 11:45:41,2015-08-14 07:00:00,2015-08-13 14:06:52,2015-08-13 21:06:00,2015-08-13 21:05:39,,0,100096963,,,No,Interventional,SM.Neu Aging And Alzheimers,Phase 2,Yes,No,Yes,Yes,No,No,2014-03-28 07:00:00,2017-01-21 08:00:00,Full Board,2016-06-29 19:05:20,2016-06-29 07:00:00,No,2014-03-13 14:02:09,,Yes
DR00001016,IRB00011683,CRS00001686,Amendment,Vertex VX14-661-108 Am 1 to PS#05 OHSU_Powers,Vertex Pharmaceuticals Inc,No,No,Contract,,Kristen Baptiste, ,,Amendment Fully Executed,2015-12-03 16:41:01,2015-11-18 08:00:00,2015-10-14 13:51:21,2015-09-18 19:41:00,2015-09-08 22:48:04,,0,100096527,,,No,Interventional,SM.Pediatric Pulmonary,Phase 3,Yes,No,Yes,Yes,No,No,2015-04-24 07:00:00,2017-06-29 17:25:00,Full Board,2017-06-29 17:25:00,,No,2015-04-13 07:42:48,Yes,Yes
DR00001106,,,Confidentiality Agreement,CARA Therapeutics Peripheral Opioids CDA OHSU_Treggiari,Cara Therapeutics Inc,No,No,Contract,,Kristen Baptiste,Miriam Treggiari,,CDA Fully Executed,2015-11-24 09:56:11,2015-11-19 08:00:00,2015-11-17 15:46:34,2015-11-13 22:30:00,2015-11-06 00:11:45,,0,,,,,,,,,,,,,,,,,,,,,,
DR00001111,,,Confidentiality Agreement,Novartis CGF166 CDA OHSU_Hullar,"Novartis Institutes for BioMedical Research, Inc.",No,No,Contract,,Jacqueline Brown,Timothy Hullar,,CDA Fully Executed,2015-11-09 14:37:39,2015-11-09 08:00:00,2015-11-09 15:36:15,2015-11-03 08:00:00,2015-11-06 22:18:57,,0,,,,,,,,,,,,,,,,,,,,,,
DR00001116,STUDY00015225,CRS00002072,Contract,PTC Therapeutics (Promedica) PTC124-GD-028-ANI_STAR CDA OHSU_Chamberlain ,PTC Therapeutics Inc,No,No,Contract,,Jennifer Mair, ,,OGA Setup Complete,2016-04-06 03:00:07,2016-04-05 07:00:00,2016-03-03 10:21:43,,2015-11-10 00:09:43,2016-04-05 09:45:18,0,100096278,,,No,Interventional,SM.Ophth Admin,Phase 2,Yes,No,Yes,Yes,No,No,2016-02-23 08:00:00,2018-12-14 08:00:00,Full Board,2016-02-23 21:03:00,,No,2015-11-30 03:57:28,Yes,Yes
DR00001114,IRB00011681,CRS00001714,Amendment,Dermira CIMZIA 219960 PS0003 Am 2 to CTA OHSU_Hanifin,"UCB Pharma, Inc.",No,No,Contract,,Jennifer Mair, ,,Withdrawn,2015-12-04 13:03:38,,,2015-11-09 23:46:00,2015-11-09 22:30:33,,0,100096453,,,No,Interventional,SM.Dermatology Admin,Phase 3,Yes,No,Yes,Yes,No,No,2015-05-15 07:00:00,2017-05-11 07:00:00,Full Board,2016-06-29 18:48:18,2016-06-29 07:00:00,No,2015-05-05 12:22:55,,Yes
DR00001118,IRB00011681,CRS00001714,Amendment,Dermira CIMZIA 219960 PS0003 Am 1 to CTA OHSU_Hanifin,"UCB Pharma, Inc.",No,No,Contract,,Jennifer Mair, ,,Withdrawn,2015-12-04 13:10:16,,,2015-11-10 20:12:00,2015-11-10 18:34:02,,0,100096453,,,No,Interventional,SM.Dermatology Admin,Phase 3,Yes,No,Yes,Yes,No,No,2015-05-15 07:00:00,2017-05-11 07:00:00,Full Board,2016-06-29 18:48:18,2016-06-29 07:00:00,No,2015-05-05 12:22:55,,Yes
DR00001012,STUDY00015077,CRS00001973,Contract,Astellas (INC) 9785-CL-3021 WO to MCTA OHSU_Vaccaro,Astellas Pharma Global Development Inc,Yes,No,Contract,,Jacqueline Brown, ,,OGA Setup Complete,2016-02-05 04:00:15,2016-01-27 08:00:00,2015-09-17 11:00:15,2015-09-08 21:16:00,2015-09-05 00:01:34,2016-02-04 16:25:00,0,100096355,,,No,Interventional,SM.Knight GI Trial Coordination,Phase 2,Yes,No,Yes,Yes,No,No,2015-12-04 08:00:00,2018-09-06 07:00:00,Full Board,2015-12-08 16:08:00,,Yes,2015-09-03 21:33:07,Yes,Yes
DR00001015,,,Confidentiality Agreement,Merck MK-3475-224 CDA OHSU_Lopez,Merck Sharp & Dohme Corp,No,No,Contract,,Jacqueline Brown,Charles Lopez,,CDA Fully Executed,2015-09-08 14:23:18,2015-09-08 22:23:18,2015-09-08 15:22:44,2015-09-08 22:22:00,2015-09-08 22:19:11,,0,,,,,,,,,,,,,,,,,,,,,,
DR00001037,,,Confidentiality Agreement,Regeneron Muscular Disorder CDA OHSU_Khoury,Regeneron Pharmaceuticals Inc,No,No,Contract,,Tara McKenzie,Julie Khoury,,CDA Fully Executed,2015-11-12 16:07:34,2015-11-13 00:07:34,2015-10-08 16:23:08,2015-10-06 18:50:00,2015-09-24 03:46:24,,0,,,,,,,,,,,,,,,,,,,,,,
DR00001038,,,Confidentiality Agreement,NeuroDerm (INC) ND0612H-006 and ND061H-012 CDA OHSU_Brodsky,NeuroDerm Ltd,No,No,Contract,,Tara McKenzie,Matthew Brodsky,,Withdrawn,2016-01-20 12:01:43,,,2015-10-07 17:56:00,2015-09-24 16:44:39,,0,,,,,,,,,,,,,,,,,,,,,,
DR00001073,,,Confidentiality Agreement,"BMS IM101-550, IM101-567, IM006-016 CDA OHSU_Chu",Bristol-Myers Squibb,No,No,Contract,,Jennifer Mair,Cong-Qiu Chu,,CDA Fully Executed,2015-11-23 09:21:13,2015-10-23 07:00:00,2015-10-23 09:59:02,2015-10-21 19:56:00,2015-10-21 18:20:33,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000484,,,Confidentiality Agreement,BMS CA209-275 CDA OHSU_Cetnar,Bristol-Myers Squibb Company,No,No,Contract,,Jacqueline Brown,Jeremy Cetnar,,CDA Fully Executed,2014-10-28 12:57:40,2014-10-28 20:57:39,2014-10-21 00:00:00,2014-10-21 19:58:00,2014-10-21 19:25:14,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000745,,,Confidentiality Agreement,BIND BIND-014 CDA OHSU_Cetnar,BIND Therapeutics,No,No,Contract,,Jacqueline Brown,Jeremy Cetnar,,CDA Fully Executed,2015-05-04 11:07:44,2015-05-04 19:07:43,2015-04-27 00:00:00,2015-04-16 18:35:00,2015-04-13 19:33:46,,0,,,,,,,,,,,,,,,,,,,,,,
DR00001006,,CRS00001931,Contract,Regeneron (Duke) PALM Registry Agmt OHSU_Shapiro ,Regeneron Pharmaceuticals Inc,No,No,Contract,,Kristen Baptiste, ,,Withdrawn,2015-11-05 07:38:51,,,,2015-09-03 19:10:41,,0,,,,No,,,N/A,No,No,Yes,No,No,No,,,,,,,,,
DR00001026,,,Confidentiality Agreement,Biogen Inc (Quintiles) 228PD102 CDA OHSU_Brodksy,Biogen Inc,No,No,Contract,,Tara McKenzie,Matthew Brodsky,,CDA Fully Executed,2015-11-24 10:05:39,2015-11-04 08:00:00,2015-11-02 12:27:28,2015-09-16 19:29:00,2015-09-15 20:01:44,,0,,,,,,,,,,,,,,,,,,,,,,
DR00001008,,,Confidentiality Agreement,Boston Scientific S-ICD with 12-lead ECG CDA OHSU_Tereshchenko,Boston Scientific Corporation,No,No,Contract,,Kristen Baptiste,Larisa Tereshchenko,,Withdrawn,2016-02-08 12:37:02,,2015-10-30 14:28:40,2015-09-14 07:00:00,2015-09-03 19:50:55,,0,,,,,,,,,,,,,,,,,,,,,,
DR00001035,IRB00010866,CRS00000819,Amendment,Celgene ABI-007-NSCL-005 Am 1 to CTA OHSU_Anderson,Celgene Corporation,No,No,Contract,,Tara McKenzie, ,,Amendment Fully Executed,2016-03-17 14:20:14,2016-03-17 07:00:00,2016-01-25 11:56:55,2015-10-12 21:49:00,2015-09-24 02:48:34,,0,700010866,,,No,Interventional,SM.Knight Comm Onc Clin Trials,Phase 4,Yes,No,Yes,Yes,No,No,2014-10-28 07:00:00,2017-12-28 20:47:00,Full Board,2017-12-28 20:47:00,,Yes,2014-09-11 15:01:26,Yes,Yes
DR00001040,,,Confidentiality Agreement,Gilead GS-5829 BET Inhibitor Trial CDA OHSU_Beer,Gilead Sciences Inc,No,No,Contract,,Tara McKenzie,Tomasz Beer,,CDA Fully Executed,2015-10-22 10:57:08,2015-10-22 18:57:08,2015-10-22 11:56:23,2015-09-28 20:25:00,2015-09-25 19:01:05,,0,,,,,,,,,,,,,,,,,,,,,,
DR00001058,IRB00011563,CRS00001687,Amendment,Vertex VX14-661-109 Am 1 to PS#4 OHSU_Powers,Vertex Pharmaceuticals Inc,No,No,Contract,,Kristen Baptiste, ,,Amendment Fully Executed,2016-01-28 16:57:12,2016-01-22 08:00:00,2015-12-04 16:57:40,2015-12-04 23:57:00,2015-10-09 19:34:47,,0,100096511,,,No,Interventional,SM.Pediatric Pulmonary,Phase 3,Yes,No,Yes,Yes,No,No,2015-04-24 07:00:00,2018-01-12 17:11:00,Full Board,2018-01-12 17:11:00,,No,2015-04-13 07:41:41,Yes,Yes
DR00001101,,,Confidentiality Agreement,Presage Biosciences CDA OHSU_Danilov,Presage Biosciences,No,No,Contract,,Tara McKenzie,Alexey Danilov,,CDA Fully Executed,2015-11-12 10:58:01,2015-11-12 18:58:00,2015-11-11 14:49:06,2015-11-09 22:58:00,2015-11-04 19:33:00,,0,,,,,,,,,,,,,,,,,,,,,,
DR00001109,STUDY00015315,CRS00002044,Contract,Immune Design G142 CTA OHSU_Okada ,Immune Design Corp,No,No,Contract,,Tara McKenzie, ,,OGA Setup Complete,2016-03-01 13:15:21,2016-02-16 08:00:00,2016-01-13 17:47:25,2015-11-09 22:42:00,2015-11-06 18:59:45,2016-02-16 15:37:30,0,100096317,,,No,Interventional,SM.Knight CHM Clin Trials,Phase 1/Phase 2,Yes,No,Yes,Yes,No,No,2016-02-11 08:00:00,2018-10-26 07:00:00,Full Board,2016-02-11 16:44:00,,Yes,2015-10-27 00:47:24,Yes,Yes
DR00000731,,,Confidentiality Agreement,Corrona Psoriasis Registry NDA OHSU_Ehst,Corrona LLC,No,No,Contract,,Jennifer Mair,Benjamin Ehst,,CDA Fully Executed,2015-06-10 12:33:59,2015-06-10 20:33:58,2015-06-02 13:41:40,2015-04-07 17:58:00,2015-04-01 22:55:01,,0,,,,,,,,,,,,,,,,,,,,,,
DR00001103,STUDY00015046,CRS00001983,Contract,Vertex LUM-IVA (EAP) Agmt OHSU_Powers ,Vertex Pharmaceuticals Inc,No,No,Contract,,Emily Purdin, ,,Withdrawn,2016-01-26 13:48:10,,2015-12-18 10:22:41,2015-11-05 23:28:00,2015-11-05 02:18:37,,0,,,,No,,,N/A,Yes,No,Yes,Yes,No,No,2015-09-25 07:00:00,2016-02-01 17:51:00,Full Board,2016-02-01 17:51:00,,No,2015-09-14 20:31:13,No,Yes
DR00001136,IRB00011356,CRS00001511,Amendment,Merck MK-0431-083-0336 Am 1 to CTRA OHSU_Guttman-Bauman ,Merck Sharp & Dohme Corp,No,No,Contract,,Kristen Baptiste, ,,Amendment Fully Executed,2016-03-08 09:30:31,2016-02-25 08:00:00,2015-12-15 01:00:00,2015-12-05 00:08:00,2015-11-24 21:17:19,,0,100096414,,,No,Interventional,SM.Diabetes Center,Phase 3,Yes,No,Yes,Yes,No,No,2015-03-27 07:00:00,2018-01-05 18:36:00,Full Board,2018-01-05 18:36:00,,No,2015-02-11 17:20:42,Yes,Yes
