"Project ID","Project PI: Full Name","OCTRI Project Status Change Date","Project Long Title","OCTRI Project Status","CTRC Status","Project Funding ID","Funding Award: Funding Award ID","Funding Award: Funding Source Name","Funding Award: Activity Type","Funding Award: Funding Type","Funding Award: Funding Status","Funding Award: Record Type","Funding Award: Reason OGA Not Set Up","Funding Award: Award Owning Org","Funding Award: OGA Award Number","Funding Award: Originating Sponsor","Funding Award: Originating Sponsor Type"
"PRJ-3374","Andrew Ahmann","3/8/2013","MKC-TI-175: A Phase 3, Multicenter, Double-blind, Placebo-controlled, Randomized, Clinical Trial Evaluating the Efficacy and Safety of Prandial Technosphere® Insulin Inhalation Powder Versus Technosphere® Inhalation Powder (Placebo)","Complete","N/A No CTRC Services","ProjFund-4067","FA-04643","MannKind Corporation","","Industry","Awarded","OGA Award","","SM.Diabetes Center","AEDCN0273","",""
"PRJ-4433","Andrew Ahmann","3/11/2015","Efficacy and Safety of Intranasal Glucagon for Treatment of Induced Hypoglycemia in Adults with Diabetes","Complete","Terminated","ProjFund-4880","FA-04088","Jaeb Ctr for Hlth Rsch Inc","","Foundation","Awarded","OGA Award","","SM.Diabetes Center","AEDCN0246","Leona M. and Harry B. Helmsley Charitable Trust","Foundation"
"PRJ-2692","Andrew Ahmann","2/3/2012","Mobile AI Application to Improve Clinical Engagment and Mangement in T2DM","Complete","N/A No CTRC Services","ProjFund-2989","FA-06671","DHHS Agency for Hlthcare Rsch and Quality","R01","Federal","Not Awarded","Non-OGA Award","","","","",""
"PRJ-5007","Andrew Ahmann","12/2/2016","Reliability of trained dogs to detect hypoglycemia in patients with type 1 diabetes","Complete","N/A No CTRC Services","ProjFund-5290","FA-04088","Jaeb Ctr for Hlth Rsch Inc","","Foundation","Awarded","OGA Award","","SM.Diabetes Center","AEDCN0246","Leona M. and Harry B. Helmsley Charitable Trust","Foundation"
"PRJ-5007","Andrew Ahmann","12/2/2016","Reliability of trained dogs to detect hypoglycemia in patients with type 1 diabetes","Complete","N/A No CTRC Services","ProjFund-4834","FA-08346","School of Medicine Dean's Office","Not Applicable","Academic Institution/Univ","Awarded","Non-OGA Award","General Ledger Account","","","",""
"PRJ-5878","Amira Al-Uzri","12/1/2016","An Open-label, Randomised, Active-controlled, Parallel Group, Multicentre, Phase 3 Study to Investigate the Safety and Efficacy of PA21 (Velphoro®) and Calcium Acetate (Phoslyra®) in Paediatric and Adolescent CKD Patients with Hyperphosphataemia","Approved Pre-IRB","N/A No CTRC Services","ProjFund-5946","FA-10830","Vifor Fresenius Medical Care Renal France","","Industry","Pre-Award","Non-OGA Award","","","","",""
"PRJ-3793","Amira Al-Uzri","3/23/2017","Pharmacokinetics of Understudied Drugs Administered to Children per Standard of Care","Complete","Terminated","ProjFund-3520","FA-04796","Duke Univ.","","Federal DHHS NON LOC","Awarded","OGA Award","","SM.Pediatric Nephrology","APEDI0730","DHHS NIH Natl Inst of Child Hlth CONTRACT","Federal"
"PRJ-4311","Amira Al-Uzri","7/31/2017","Designing a Convenient and Precise Device for Home Dried Blood Spot Collection","Post Termination","Terminated","ProjFund-4730","FA-01701","DHHS NIH Natl Ctr for Advancing Translational Sciences","UL1","Federal DHHS LOC","Awarded","OGA Award","General Ledger Account ? Strategic Investment","CT.OCTRI-OR Clin Trans Res Ins","ACTRI0701","",""
"PRJ-4311","Amira Al-Uzri","7/31/2017","Designing a Convenient and Precise Device for Home Dried Blood Spot Collection","Post Termination","Terminated","ProjFund-4746","FA-04927","DHHS NIH Natl Ctr for Advancing Translational Sciences","UL1","Federal DHHS LOC","Awarded","OGA Award","","CT.OCTRI-OR Clin Trans Res Ins","ACTRI0801","",""
"PRJ-4546","Amira Al-Uzri","12/16/2014","A Phase 1, Open-label, Multi-center Study to Determine the Pharmacokinetics and Safety of Solithromycin as Add-on Therapy in Adolescents with Suspected or Confirmed Bacterial Infection","Complete","Terminated","ProjFund-4287","FA-06423","Children's Mercy Hospital","","Federal DHHS NON LOC","Awarded","OGA Award","","SM.Pediatric Nephrology","APEDI0847","DHHS NIH Natl Inst of Diab & Digest & Kid Diseases","Federal"
"PRJ-4546","Amira Al-Uzri","12/16/2014","A Phase 1, Open-label, Multi-center Study to Determine the Pharmacokinetics and Safety of Solithromycin as Add-on Therapy in Adolescents with Suspected or Confirmed Bacterial Infection","Complete","Terminated","ProjFund-4286","FA-03954","Cempra Pharmaceuticals Inc","","Industry","Awarded","OGA Award","","SM.Pediatric Nephrology","APEDI0837","",""
"PRJ-5282","Amira Al-Uzri","8/6/2015","DBS device project","Approved Pre-IRB","N/A No CTRC Services","ProjFund-5246","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5299","Amira Al-Uzri","2/11/2016","Ensuring Accurate Weight Assessment in Newborns and Young Infants (babyTAPE)","Withdrawn","","ProjFund-5270","FA-09320","DHHS NIH Natl Inst of Child Hlth & Human Dvlp","","Federal NIH","Pre-Award","Non-OGA Award","","","","",""
"PRJ-5831","Amira Al-Uzri","12/19/2016","An Observational, Non-interventional, Multi-Center, Multi-National Study of Patients with Atypical Hemolytic-Uremic Syndrome (aHUS Registry)","Complete","N/A No CTRC Services","ProjFund-5907","FA-10553","Alexion Pharmaceuticals Inc","","Industry","Awarded","OGA Award","","SM.Pediatric Nephrology","APEDI0994","",""
"PRJ-10364","Amira Al-Uzri","1/14/2010","Novel Therapies for Resistant FSGS Phase II Clinical Trail Phased Innovation Award - A Multicenter Trail in Children and Adults","Withdrawn","","ProjFund-1063","FA-03259","Feinstein Institute for Medical Research","","Federal DHHS NON LOC","Awarded","OGA Award","","SM.Pediatric Nephrology","APEDI0558","DHHS NIH Natl Inst of Diab & Digest & Kid Diseases","Federal"
"PRJ-11914","Amira Al-Uzri","4/9/2011","Skype-based BFST for Adolescent Ren","Complete","N/A No CTRC Services","ProjFund-3344","FA-07805","","Could Not Determine","","Could Not Determine","Non-OGA Award","","","","",""
"PRJ-10335","Amira Al-Uzri","6/30/2011","The Impact of Ethnic Variability in P-gp, CYP3A4 and CYP3A5 on Acute Kidney Rejection, Nephrotoxicity and GVHD in Pediatric Renal and Bone Marrow Transplant Recipients","Withdrawn","","ProjFund-3178","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-908","Amira Al-Uzri","3/23/2017","Chronic Kidney Disease in Children Prospective Cohort Study (CKiD)","Complete","Terminated","ProjFund-1038","FA-04168","Children's Mercy Hospital","","Federal DHHS NON LOC","Awarded","OGA Award","","SM.Pediatric Nephrology","APEDI0295","DHHS NIH Natl Inst of Diab & Digest & Kid Diseases","Federal"
"PRJ-1027","Amira Al-Uzri","9/8/2008","Novel Therapies for Resistant FSGS","Complete","","ProjFund-3625","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-11771","Amira Al-Uzri","5/24/2012","aHUS (An open-label, multi-center clinical trial of Eculizumab in Pediatric Patients with Atypical Hemolytic-Uremic Syndrome)","Withdrawn","","ProjFund-2486","FA-06692","Alexion Pharmaceuticals, Inc.","Not Applicable","Industry","Not Awarded","Non-OGA Award","","","","",""
"PRJ-10657","Amira Al-Uzri","1/13/2010","Novartis CSPP100A2256: An 8 day open-label, multiple-dose, multi-center study to evaluate the safety/tolerability and pharmacokinetics of aliskiren in hypertensive pediatric and adolescent patients 6-17 years of age","Complete","Terminated","ProjFund-1159","FA-07016","Novartis Pharmaceuticals Corporation","Not Applicable","Industry","Not Awarded","Non-OGA Award","","","","",""
"PRJ-861","Amira Al-Uzri","5/21/2013","IGF-I Generation Test in Children with Chronic Kidney Disease","Complete","Terminated","ProjFund-1172","FA-00050","Genentech Ctr for Clinical Rsch in Endocrinology","","Industry","Awarded","OGA Award","","SM.Pediatric Nephrology","APEDI0243","",""
"PRJ-11522","Amira Al-Uzri","4/18/2010","A multi center, randomized, double blind parallel group, evaluation of 12 weeks of valsartan compared to enalapril on sitting systolic blood pressure in children 6-17 years of age with hypertension","Complete","N/A No CTRC Services","ProjFund-2285","FA-05163","Novartis Pharmaceuticals Corporation","","Industry","Awarded","OGA Award","","SM.Peds Nephr","APEDI0398","",""
"PRJ-11521","Amira Al-Uzri","4/18/2010","Randomized, multi center, double blind, 6week study to evaluate the dose response of valsartan on blood pressure reduction in children 1-5 years old with hypertension, followed by a two week placebo withdrawal period.","Complete","N/A No CTRC Services","ProjFund-2284","FA-04519","Novartis Pharmaceuticals Corporation","","Industry","Awarded","OGA Award","","SM.Peds Nephr","APEDI0400","",""
"PRJ-4976","Amira Al-Uzri","12/9/2016","A Phase 1, Open-label, Multi-center study to Determine the Pharmokinetics and Safety of Solithromycin as Add-on Therapy in Adolescents and Children with Suspected or Confirmed Bacterial Infection","Complete","Terminated","ProjFund-5048","FA-03954","Cempra Pharmaceuticals Inc","","Industry","Awarded","OGA Award","","SM.Pediatric Nephrology","APEDI0837","",""
"PRJ-4976","Amira Al-Uzri","12/9/2016","A Phase 1, Open-label, Multi-center study to Determine the Pharmokinetics and Safety of Solithromycin as Add-on Therapy in Adolescents and Children with Suspected or Confirmed Bacterial Infection","Complete","Terminated","ProjFund-5049","FA-08896","Department of Health and Human Services","Need to Determine","Federal","Awarded - Linked to OGA Award","Non-OGA Award","N/A","","","",""
"PRJ-4976","Amira Al-Uzri","12/9/2016","A Phase 1, Open-label, Multi-center study to Determine the Pharmokinetics and Safety of Solithromycin as Add-on Therapy in Adolescents and Children with Suspected or Confirmed Bacterial Infection","Complete","Terminated","ProjFund-5050","FA-08813","Duke Univ.","","Federal DHHS NON LOC","Awarded","OGA Award","","SM.Pediatric Nephrology","APEDI0905","DHHS Ofc of the Asst Secretary for Preparedness & Response","Federal"
"PRJ-4976","Amira Al-Uzri","12/9/2016","A Phase 1, Open-label, Multi-center study to Determine the Pharmokinetics and Safety of Solithromycin as Add-on Therapy in Adolescents and Children with Suspected or Confirmed Bacterial Infection","Complete","Terminated","ProjFund-4638","FA-08374","Cempra Pharmaceuticals Inc","Not Applicable","Industry","Awarded - Linked to OGA Award","Non-OGA Award","N/A","","","",""
"PRJ-5013","Amira Al-Uzri","2/16/2016","CureGN: Cure Glomerulonephropathy Network","Withdrawn","N/A No CTRC Services","ProjFund-5056","FA-08879","Research Institute at Nationwide Children?s Hospital","Need to Determine","Federal DHHS NON LOC","Awarded","OGA Award","","SM.Pediatric Nephrology","APEDI0910","DHHS NIH Natl Inst of Diab & Digest & Kid Diseases","Federal"
"PRJ-5013","Amira Al-Uzri","2/16/2016","CureGN: Cure Glomerulonephropathy Network","Withdrawn","N/A No CTRC Services","ProjFund-4839","FA-08497","DHHS NIH Natl Inst of Diab & Digest & Kid Diseases","Need to Determine","Federal NIH","Awarded - Linked to OGA Award","Non-OGA Award","N/A","","","",""
"PRJ-6312","Amira Al-Uzri","11/22/2017","A Phase 2/3 Trial of the Efficacy and Safety of Bardoxolone Methyl in Patients with Alport Syndrome","Approved Pre-IRB","Pending","ProjFund-6429","FA-11863","Reata Pharmaceuticals","","Industry","Pre-Award","Non-OGA Award","","","","",""
"PRJ-6161","Amira Al-Uzri","10/25/2017","Internet Use for Health Information by Caregivers and Children with Chronic Disease","Approved Post-IRB","N/A No CTRC Services","ProjFund-6300","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-10733","Mary Ann McBurnie","3/16/2011","PASS2-OCHIN: Surveillance of HMO Health Plans Asthma Cases","Complete","N/A No CTRC Services","ProjFund-1241","FA-07440","Centers for Disease Control and Prevention","Not Applicable","Federal","Awarded","Non-OGA Award","External - tracking financial","","","",""
"PRJ-11440","Richard Meenan","4/8/2010","Action II proposal","Complete","N/A No CTRC Services","ProjFund-2498","FA-06685","DHHS Agency for Hlthcare Rsch and Quality","Could Not Determine","Federal","Not Awarded","Non-OGA Award","","","","",""
"PRJ-10178","Richard Meenan","6/1/2008","Using Health-Related Quality-of Life Assessments to Evaluate Care Support within Medicaid","Complete","","ProjFund-3675","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-11272","Richard Meenan","1/11/2010","Economic implications of HIV-Positive patients with multi-drug resistance within a managed care population","Complete","N/A No CTRC Services","ProjFund-2057","FA-07435","Abbott Laboratories","Not Applicable","Industry","Awarded","Non-OGA Award","External - tracking financial","","","",""
"PRJ-11223","Richard Meenan","9/28/2010","Transformation to Patient-Centered Medical Home in CareOregon Clinics","Complete","N/A No CTRC Services","ProjFund-1965","FA-06672","DHHS Agency for Hlthcare Rsch and Quality","R18","Federal","Awarded","Non-OGA Award","External - not tracking financial","","","",""
"PRJ-10798","Allison Naleway","10/30/2009","VSD: Assessement of the Burden of Rotavirus Disease and Impact of Rotavirus Vaccination Among Children < 5 years of Age in the VDS Population","Complete","N/A No CTRC Services","ProjFund-3286","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-11096","Allison Naleway","11/12/2009","Dermatitis Research","Complete","N/A No CTRC Services","ProjFund-2038","FA-06903","DHHS NIH Natl Inst of Allergy & Infectious Disease","Need to Determine","Federal","Not Awarded","Non-OGA Award","","","","",""
"PRJ-11081","Allison Naleway","4/30/2009","Chronic Hepatitis B and C Cohort Study,  Pilot CHeCS","Complete","N/A No CTRC Services","ProjFund-1936","FA-07439","CDC Foundation","Not Applicable","Foundation","Awarded","Non-OGA Award","External - tracking financial","","","",""
"PRJ-11264","Allison Naleway","1/8/2010","Multicenter Data Collection of Medical Adverse Events and Immunization: Varicella/Zoster Study (includes substudies Household, Telephone survey and Adoption)","Complete","N/A No CTRC Services","ProjFund-2532","FA-07425","Centers for Disease Control and Prevention","Could Not Determine","Federal","Awarded","Non-OGA Award","External - tracking financial","","","",""
"PRJ-11260","Allison Naleway","1/8/2010","Vaccine Safety Datalink (VSD): Does Influenza Vaccination in Children and Adults with Sickle Cell Disears Result in an Increased Risk for Fever and/or Pain Crisis?","Complete","N/A No CTRC Services","ProjFund-3744","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-10689","Gregory Nichols","3/3/2009","Dissemination of CVD risk factor treatment among diabetic patients in FQHCs","Complete","N/A No CTRC Services","ProjFund-1200","FA-07484","DHHS NIH Natl Heart, Lung, and Blood Inst","R18","Federal","Awarded","Non-OGA Award","External - tracking financial","","","",""
"PRJ-10176","Gregory Nichols","6/30/2012","Implementing the A.L.L. Initiative in Diabetic Patients of FQHC","Complete","N/A No CTRC Services","ProjFund-1800","FA-06892","DHHS NIH Natl Heart, Lung, and Blood Inst","R18","Federal","Not Awarded","Non-OGA Award","","","","",""
"PRJ-3358","Lindsey Nicol","5/10/2012","The role of Alpha 7 Nicotinic Acetylcholine receptor in the pancreatic  islet inflammation","Complete","N/A No CTRC Services","ProjFund-3444","FA-06940","DHHS NIH Natl Inst of Diab & Digest & Kid Diseases","K08","Federal","Not Awarded","Non-OGA Award","","","","",""
"PRJ-3358","Lindsey Nicol","5/10/2012","The role of Alpha 7 Nicotinic Acetylcholine receptor in the pancreatic  islet inflammation","Complete","N/A No CTRC Services","ProjFund-4706","FA-07395","Kaiser Foundation Research Institute","","Federal DHHS NON LOC","Awarded","OGA Award","","SM.KCVI Research","ACARD0242","DHHS NIH Natl Inst of Diab & Digest & Kid Diseases","Federal"
"PRJ-4081","Anthony Barnes","7/1/2014","Mouse Kinase KO RNA-seq","Complete","N/A No CTRC Services","ProjFund-4327","FA-06186","Whitehall Foundation","","Foundation","Awarded","OGA Award","","SM.Peds Neuroscience Section","APEDI0603","",""
"PRJ-2037","Anthony Barnes","2/28/2011","The Role of LKB1 in the Specification of Neuronal Polarity","Complete","N/A No CTRC Services","ProjFund-2775","FA-00690","DHHS NIH Natl Inst of Mental Hlth","K01","Federal DHHS LOC","Awarded","OGA Award","","SM.Peds Neuroscience Section","APEDI0449","",""
"PRJ-4181","Anthony Barnes","7/1/2014","The Role of STRAD-alpha in Cortical Development","Complete","N/A No CTRC Services","ProjFund-3864","FA-01698","DHHS NIH Natl Inst of Neuro Disorders & Stroke","R01","Federal DHHS LOC","Awarded","OGA Award","","SM.KCVI Research","APEDI0682A","",""
"PRJ-5195","Melissa Papesh","5/14/2015","Central Auditory Effects of Blast Exposure and Traumatic Brain Injury","Approved Pre-IRB","N/A No CTRC Services","ProjFund-5105","FA-09039","Portland VA Rsch Fdn","Career Development Award","Foundation","Awarded","Non-OGA Award","External - not tracking financial","","","",""
